Item_ID,Raw_Description,Category,Sub_Category,Category_Level_1,Category_Level_2,Category_Level_3,analysis_type,extraction_confidence,spec_type,spec_amps,spec_voltage,spec_phase,spec_poles,spec_kaic,spec_frame,spec_kva,spec_gauge,spec_nema,RawMat_Finish,RawMat_Thickness,RawMat_Width,RawMat_Length,RawMat_UoM,RawMat_Weight_Lbs,voltage_inferred,Canonical_Group_ID,Canonical_Name
MP40FC-2X,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Cover Plates,ai_categorization,0.65,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB330GFI-U,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TEL136030-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LTMR27MFM,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
5SY6320-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HLXD63B600,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HJXD63B350,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HFXD63B175,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
4178B06H01,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AN56DN0AB,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Motor Starters,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LA3400F-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TEY315ST12,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Shunt Trips,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HNY3G800,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Trip Units,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CN15NN3A,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Contactors,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
A01JLD64,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Trip Units,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
DS16U,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Non-Fusible Disconnect Switch,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BGFL2591200,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
GFL101X301SC1200,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
1433123,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FD3045,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QO330GFI-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CG75125S,Master Data Only - No Transaction History,,,Raw Materials,Steel Products,Galvanized Sheet,ai_extraction,0.75,,,,,,,,,,,Bare,0.125,48.0,96.0,IN,,False,4023,Master Data Only - No Transaction History
AL251,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KAL361501021-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
JDM36200-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TEML36015-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KC34175-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KHL36000M-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOB325VH-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CH2100MCC18-R,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BM6032PQ,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
DFL321-U,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
DFL322-U,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
42C8083H01,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
21F-A161KD4-01-05,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CR115E443101,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TEDST12-U,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
8PG11922DF01,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
W22UNR-120LW-WNLY,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CH2100STDOOR36,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Enclosure Doors,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CH2100STDOOR18-R,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Enclosure Doors,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
DS26U,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SAST1,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SL250,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HOM220CAFI,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BRLAFGF120-U,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Ground Fault Protection,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SIEMOD95+FD12-U,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WORKORDER-S57583,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HED43B020,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
WORKORDER-S56846,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
C4410109NOUI,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TNIA600,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CHCAF120PN,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
AL400LH7,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
GV2MC02,Master Data Only - No Transaction History,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
ED63B045,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
YAV10T2BOX,Master Data Only - No Transaction History,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CH2100MCC06-U,Master Data Only - No Transaction History,,,Switchgear & Distribution,Low Voltage Switchgear,Motor Control Centers,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
CH2100FTDOOR06-U,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Enclosure Doors,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
H2007B-3-U,Master Data Only - No Transaction History,,,Enclosures & Hardware,Structural Components,Mounting Hardware,ai_categorization,0.6,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
C0100E2AFB-U,Master Data Only - No Transaction History,,,Transformers,Low Voltage Transformers,Control Transformer,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LT360032,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
LGE3630NNWC,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
TQD22100,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
MJA36800,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
PLA36080,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
C08916P,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
R166,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
ZEB-XRR-120,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
PDS2-360-PHGBG11,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FAZ-B6-2-NA,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FAZ-B2-1-NA-L-SP,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
FAZ-B4-2-NA,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
DU221RBUP1,Master Data Only - No Transaction History,,,Circuit Protection,Fuses & Disconnects,Non-Fusible Disconnect Switch,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
BQ3B080,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
THQL32100,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
QOU115,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
755CAM,Master Data Only - No Transaction History,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
3700350,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
HFD1040,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SCE-10086ELJS,Master Data Only - No Transaction History,,,Enclosures & Hardware,Electrical Enclosures,NEMA Enclosures,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SCE-10P8,Master Data Only - No Transaction History,,,Enclosures & Hardware,Doors & Covers,Panels,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
SPD120480Y2A,Master Data Only - No Transaction History,,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
JJA36150,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
ED3125,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KHL3625029M-U,Master Data Only - No Transaction History,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
KPRL3AED3,Master Data Only - No Transaction History,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
4176B72H02,Master Data Only - No Transaction History,,,Miscellaneous/Other,Inactive Items,Master Data Only,,1.0,rule_based,,,,,,,,,,,,,,,,False,4023,Master Data Only - No Transaction History
